,E,OBJ,Success
0,0.166,3.968199422247184,1.0
0,0.167,3.91192907327806,1.0
0,0.37,3.0732014539993533,1.0
0,0.371,3.085249088745189,1.0
0,0.3340253216721863,2.63819329883094,1.0
0,0.3350253216721863,2.6501453320526025,1.0
0,0.19012660836093148,2.792119724192689,1.0
0,0.19112660836093148,2.7512203246403564,1.0
0,0.25831701241246785,1.9123368203959303,1.0
0,0.25931701241246785,1.917462871038407,1.0
0,0.17560579461495027,3.4557725074095806,1.0
0,0.17660579461495027,3.4058972572579895,1.0
0,0.24795569403429124,1.8753141030322997,1.0
0,0.24895569403429124,1.8774591192889347,1.0
0,0.24050016233465105,1.8702533565651582,1.0
0,0.24150016233465105,1.8697534043599169,1.0
0,0.24190940768793504,1.8696601781154658,1.0
0,0.24290940768793504,1.8696957502178593,1.0
0,0.2418157988278145,1.869676217362128,1.0
0,0.2428157988278145,1.8696770802261489,1.0
0,0.24190647769137952,1.8696607005543069,1.0
0,0.24290647769137952,1.869695409600896,1.0
0,0.2419093239691613,1.8696601599953606,1.0
0,0.2429093239691613,1.8696958279341,1.0
0,0.24190924676471107,1.8696600890562038,1.0
0,0.24290924676471107,1.8696958940092367,1.0
0,0.24190786222804528,1.8696604297366288,1.0
0,0.24290786222804528,1.8696960467777852,1.0
0,0.2419092167970719,1.8696600915231139,1.0
0,0.2429092167970719,1.8696959346543225,1.0
0,0.2419092451656095,1.8696600876225977,1.0
0,0.2429092451656095,1.86969590349822,1.0
0,0.24190924415237505,1.869660091914211,1.0
0,0.24290924415237505,1.8696959115491725,1.0
0,0.2419092451656095,1.8696600876225977,1.0
0,0.2429092451656095,1.86969590349822,1.0
0,0.365,3.01282826903691,1.0
0,0.366,3.024919750637602,1.0
0,0.12,7.546158589517731,1.0
0,0.121,7.4404783201071005,1.0
0,0.28434765226261044,2.1032419269067177,1.0
0,0.28534765226261044,2.112359873550506,1.0
0,0.12,7.546158589517731,1.0
0,0.121,7.4404783201071005,1.0
0,0.2580846505796638,1.9111796047682004,1.0
0,0.2590846505796638,1.9162506460353912,1.0
0,0.12,7.546158589517731,1.0
0,0.121,7.4404783201071005,1.0
0,0.24830402880348718,1.876022495531272,1.0
0,0.24930402880348718,1.8782849096477725,1.0
0,0.24042551179593996,1.8703067684492618,1.0
0,0.24142551179593996,1.8697774994501353,1.0
0,0.24191918233033707,1.8696587010040555,1.0
0,0.24291918233033707,1.8696982215932372,1.0
0,0.24181539924292467,1.869676104161557,1.0
0,0.24281539924292467,1.8696768044462022,1.0
0,0.24191553993523188,1.8696595725222909,1.0
0,0.24291553993523188,1.8696974806603455,1.0
0,0.24191909396670916,1.8696586013053564,1.0
0,0.24291909396670916,1.8696980444194422,1.0
0,0.2419190934363827,1.8696585974774313,1.0
0,0.2429190934363827,1.869698047561682,1.0
0,0.2419173166858073,1.8696592793877527,1.0
0,0.2429173166858073,1.8696978262266855,1.0
0,0.24191906537229302,1.8696585706985962,1.0
0,0.24291906537229302,1.8696980220749921,1.0
0,0.24191903910589052,1.8696586455222826,1.0
0,0.24291903910589052,1.8696980711561588,1.0
0,0.2419190653123563,1.8696585707166504,1.0
0,0.2429190653123563,1.8696980220749895,1.0
0,0.24191906537229302,1.8696585706985962,1.0
0,0.24291906537229302,1.8696980220749921,1.0
0,0.193,2.6764733812397896,1.0
0,0.194,2.637638028599762,1.0
0,0.37,3.0732014539993533,1.0
0,0.371,3.085249088745189,1.0
0,0.25424595668403643,1.894064946999312,1.0
0,0.25524595668403643,1.898141201795323,1.0
0,0.24842808735714858,1.87628477909031,1.0
0,0.24942808735714858,1.8785886913209096,1.0
0,0.24086529415913363,1.8700250314132618,1.0
0,0.24186529415913363,1.8696673838292148,1.0
0,0.24188154587026656,1.8696644881558222,1.0
0,0.24288154587026656,1.8696903304016588,1.0
0,0.167,3.91192907327806,1.0
0,0.168,3.8563555505680043,1.0
