,E,G,OBJ,Success
0,0.166,0.6,2.0311861339569397,1.0
0,0.167,0.6,1.9397469657951636,1.0
0,0.166,0.601,2.0497795236718943,1.0
0,0.25,0.2,2.0497795236718943,0.0
0,0.251,0.2,2.0497795236718943,0.0
0,0.25,0.201,2.0497795236718943,0.0
0,0.19393129659585467,0.46699382573402537,2.0497795236718943,0.0
0,0.19493129659585468,0.46699382573402537,2.0497795236718943,0.0
0,0.19393129659585467,0.46799382573402537,2.0497795236718943,0.0
0,0.17524206553395094,0.5559901641240431,2.0497795236718943,0.0
0,0.17624206553395094,0.5559901641240431,2.0497795236718943,0.0
0,0.17524206553395094,0.5569901641240431,2.0497795236718943,0.0
0,0.16901332216885534,0.5856508468149746,1.7212764872996735,1.0
0,0.17001332216885534,0.5856508468149746,1.73378551060234,1.0
0,0.16901332216885534,0.5866508468149746,1.7213829351413827,1.0
0,0.1686755948773101,0.5857081921392966,1.721071834364627,1.0
0,0.1696755948773101,0.5857081921392966,1.7275750559436913,1.0
0,0.1686755948773101,0.5867081921392966,1.7225241926728316,1.0
0,0.155,0.52,1.68739064695299,1.0
0,0.156,0.52,1.7015842664700132,1.0
0,0.155,0.521,1.6883676911166547,1.0
0,0.12,0.2,2.0497795236718943,0.0
0,0.121,0.2,2.0497795236718943,0.0
0,0.12,0.201,2.0497795236718943,0.0
0,0.14884480069712347,0.4637238920879861,2.0497795236718943,0.0
0,0.14984480069712347,0.4637238920879861,2.0497795236718943,0.0
0,0.14884480069712347,0.4647238920879861,2.0497795236718943,0.0
0,0.15466318440688073,0.5169205431486238,1.6877505915796296,1.0
0,0.15566318440688073,0.5169205431486238,2.0497795236718943,0.0
0,0.15466318440688073,0.5179205431486238,1.6866572686658712,1.0
0,0.15498986997315645,0.5199073826117161,1.6873541990021792,1.0
0,0.15598986997315645,0.5199073826117161,2.0497795236718943,0.0
0,0.15498986997315645,0.5209073826117161,1.688270569958525,1.0
0,0.1549197495339024,0.519266281452822,1.6871874150402624,1.0
0,0.1559197495339024,0.519266281452822,2.0497795236718943,0.0
0,0.1549197495339024,0.520266281452822,1.6876738346206313,1.0
0,0.15479146697039156,0.5180934123007229,1.6872407930109459,1.0
0,0.15579146697039156,0.5180934123007229,2.0497795236718943,0.0
0,0.15479146697039156,0.5190934123007229,1.6869311751923015,1.0
0,0.1548924677575153,0.5190168480687113,1.6871604996460774,1.0
0,0.1558924677575153,0.5190168480687113,2.0497795236718943,0.0
0,0.1548924677575153,0.5200168480687113,1.6874767931980679,1.0
0,0.15482580723801365,0.518407380461839,1.687180366303913,1.0
0,0.15582580723801365,0.518407380461839,2.0497795236718943,0.0
0,0.15482580723801365,0.519407380461839,1.687085007100305,1.0
0,0.15487833881716226,0.5188876691854835,1.6871544199202262,1.0
0,0.15587833881716226,0.5188876691854835,2.0497795236718943,0.0
0,0.15487833881716226,0.5198876691854835,1.6873836804518945,1.0
0,0.15484366797492416,0.5185706786278781,1.687163204639582,1.0
0,0.15584366797492416,0.5185706786278781,2.0497795236718943,0.0
0,0.15484366797492416,0.5195706786278781,1.6871777669941954,1.0
0,0.15487100333185877,0.5188206018912802,1.6871530759931805,1.0
0,0.15587100333185877,0.5188206018912802,2.0497795236718943,0.0
0,0.15487100333185877,0.5198206018912802,1.6873374792380935,1.0
0,0.15485296199628193,0.5186556525374348,1.6871574764177018,1.0
0,0.15585296199628193,0.5186556525374348,2.0497795236718943,0.0
0,0.15485296199628193,0.5196556525374348,1.6872297522628505,1.0
0,0.1548671899870591,0.5187857370245402,1.6871530661753993,1.0
0,0.1558671899870591,0.5187857370245402,2.0497795236718943,0.0
0,0.1548671899870591,0.5197857370245402,1.6873136606058146,1.0
0,0.1548671899870591,0.5187857370245402,1.6871530661753993,1.0
0,0.1558671899870591,0.5187857370245402,2.0497795236718943,0.0
0,0.1548671899870591,0.5197857370245402,1.6873136606058146,1.0
0,0.193,0.67,2.0275877131960125,1.0
0,0.194,0.67,2.088972208692848,1.0
0,0.193,0.671,2.0160566647457974,1.0
0,0.12,0.9,2.088972208692848,0.0
0,0.121,0.9,2.088972208692848,0.0
0,0.12,0.901,2.088972208692848,0.0
0,0.16907837941647644,0.7453694895097318,4.345484478220167,1.0
0,0.17007837941647644,0.7453694895097318,4.222594645325148,1.0
0,0.16907837941647644,0.7463694895097318,4.361218961184171,1.0
0,0.18886726585395233,0.6830209431998763,1.7795439868098146,1.0
0,0.18986726585395233,0.6830209431998763,1.7962346751000584,1.0
0,0.18886726585395233,0.6840209431998763,1.7779663212351369,1.0
0,0.18742066769014945,0.685519278904123,1.7762390451524168,1.0
0,0.18842066769014945,0.685519278904123,1.773854466463975,1.0
0,0.18742066769014945,0.686519278904123,1.778416055364798,1.0
0,0.1876153097997493,0.6841408431664296,1.7730637914267589,1.0
0,0.1886153097997493,0.6841408431664296,1.7755582419930398,1.0
0,0.1876153097997493,0.6851408431664296,1.77432067643064,1.0
0,0.18748275869326433,0.6820827202112062,1.771591339404746,1.0
0,0.18848275869326434,0.6820827202112062,1.7767148619409296,1.0
0,0.18748275869326433,0.6830827202112062,1.7723469639763605,1.0
0,0.18605412648460817,0.6701322981010225,1.7686747288579745,1.0
0,0.18705412648460817,0.6701322981010225,1.782377929652526,1.0
0,0.18605412648460817,0.6711322981010225,1.7677709577841307,1.0
0,0.18228299571056872,0.6453452757791062,1.769892380197152,1.0
0,0.18328299571056872,0.6453452757791062,1.7949916135122514,1.0
0,0.18228299571056872,0.6463452757791062,1.7666980931148326,1.0
0,0.18514287083222472,0.6641427645764646,1.7677382987505805,1.0
0,0.18614287083222472,0.6641427645764646,1.7839700143066577,1.0
0,0.18514287083222472,0.6651427645764646,1.7663320857648637,1.0
0,0.18325535325193176,0.651736421970208,1.768189522130292,1.0
0,0.18425535325193176,0.651736421970208,1.790116712920258,1.0
0,0.18325535325193176,0.652736421970208,1.765646954460557,1.0
0,0.17249163524629502,0.5888139188392765,1.7951817836367885,1.0
0,0.17349163524629502,0.5888139188392765,1.8446382345795809,1.0
0,0.17249163524629502,0.5898139188392765,1.7865877685385891,1.0
0,0.18107498163137384,0.6389904135696438,1.7674100059824323,1.0
0,0.18207498163137384,0.6389904135696438,1.7934301491345848,1.0
0,0.18107498163137384,0.6399904135696438,1.7640406743498747,1.0
0,0.15130458200357597,0.47493285182532197,4.361218961184171,0.0
0,0.15230458200357597,0.47493285182532197,4.361218961184171,0.0
0,0.15130458200357597,0.47593285182532197,4.361218961184171,0.0
0,0.18066797843610488,0.6367475161724713,1.766995882066421,1.0
0,0.18166797843610488,0.6367475161724713,1.7935675119481196,1.0
0,0.18066797843610488,0.6377475161724713,1.7635168158063164,1.0
0,0.1612881367906358,0.5299498377033527,4.361218961184171,0.0
0,0.1622881367906358,0.5299498377033527,4.361218961184171,0.0
0,0.1612881367906358,0.5309498377033527,4.361218961184171,0.0
0,0.18049424077658746,0.6357900894277869,1.7668340203020687,1.0
0,0.18149424077658746,0.6357900894277869,1.7936444445469524,1.0
0,0.18049424077658746,0.6367900894277869,1.763304667323187,1.0
0,0.16781821214585935,0.5659355232896603,1.794672500683718,1.0
0,0.16881821214585935,0.5659355232896603,1.8500980524951212,1.0
0,0.16781821214585935,0.5669355232896603,1.784592202238992,1.0
0,0.17783163025670837,0.621117078812294,1.7654996990582443,1.0
0,0.17883163025670837,0.621117078812294,1.7964881552472725,1.0
0,0.17783163025670837,0.622117078812294,1.7611205474489544,1.0
0,0.17122277430354801,0.5846972521673558,1.7762808045548482,1.0
0,0.17222277430354802,0.5846972521673558,1.8222054326729702,1.0
0,0.17122277430354801,0.5856972521673558,1.7686251105717956,1.0
0,0.17660627826494782,0.6143644566587413,1.7657388433684893,1.0
0,0.17760627826494782,0.6143644566587413,1.7989972623106834,1.0
0,0.17660627826494782,0.6153644566587413,1.7608999733364274,1.0
0,0.1229685203890413,0.3301220794686185,4.361218961184171,0.0
0,0.1239685203890413,0.3301220794686185,4.361218961184171,0.0
0,0.1229685203890413,0.3311220794686185,4.361218961184171,0.0
0,0.17530193941768707,0.6074523785016982,1.7651797816921941,1.0
0,0.17630193941768707,0.6074523785016982,1.8004421211098145,1.0
0,0.17530193941768707,0.6084523785016982,1.7599355343297813,1.0
0,0.1491352299033642,0.46878722898515834,4.361218961184171,0.0
0,0.1501352299033642,0.46878722898515834,4.361218961184171,0.0
0,0.1491352299033642,0.46978722898515834,4.361218961184171,0.0
0,0.17498542621772128,0.605775081240719,1.7651278057418713,1.0
0,0.17598542621772129,0.605775081240719,1.800911037761398,1.0
0,0.17498542621772128,0.606775081240719,1.7597761715075386,1.0
0,0.1579242966502456,0.515363098752049,4.361218961184171,0.0
0,0.1589242966502456,0.515363098752049,4.361218961184171,0.0
0,0.1579242966502456,0.516363098752049,4.361218961184171,0.0
0,0.1748500080022585,0.6050574599790876,1.7651161356968603,1.0
0,0.1758500080022585,0.6050574599790876,1.801126553560919,1.0
0,0.1748500080022585,0.6060574599790876,1.7597165689536607,1.0
0,0.16367903850992999,0.5458591815692421,1.7989699062034228,1.0
0,0.16467903850993,0.5458591815692421,4.361218961184171,0.0
0,0.16367903850992999,0.5468591815692421,1.787318938947954,1.0
0,0.1748336064584102,0.6049705433368257,1.7651150618826126,1.0
0,0.1758336064584102,0.6049705433368257,1.8011528595288084,1.0
0,0.1748336064584102,0.6059705433368257,1.7597106796055588,1.0
0,0.17481722497952296,0.6048837330247397,1.7651143454407257,1.0
0,0.17581722497952296,0.6048837330247397,1.8011798852479945,1.0
0,0.17481722497952296,0.6058837330247397,1.7597035947578485,1.0
0,0.16924813174472647,0.5753714572969909,1.7718107892867598,1.0
0,0.17024813174472647,0.5753714572969909,1.8192456840227014,1.0
0,0.16924813174472647,0.5763714572969909,1.7638152484340222,1.0
