,E,OBJ,Success
0,0.166,1.9790141900295355,1.0
0,0.167,1.9506216481170604,1.0
0,0.37,0.818410664471087,1.0
0,0.371,0.8230551957119342,1.0
0,0.341320571627649,0.6848960723589129,1.0
0,0.342320571627649,0.6894997231121277,1.0
0,0.22660285813824504,0.7918684719022618,1.0
0,0.22760285813824505,0.7812062672393649,1.0
0,0.28835952844448776,0.4993337361919863,1.0
0,0.28935952844448776,0.5002897250611331,1.0
0,0.2672001179744409,0.5202308363968582,1.0
0,0.2682001179744409,0.5174267510065977,1.0
0,0.28336667592322784,0.49708888165210285,1.0
0,0.28436667592322784,0.4971960313913405,1.0
0,0.2827364235858241,0.4971111607489525,1.0
0,0.2837364235858241,0.49710812781482916,1.0
0,0.2832388366095852,0.4970877724554422,1.0
0,0.2842388366095852,0.4971724867996632,1.0
0,0.155,2.3180795191384505,1.0
0,0.156,2.2850644271784066,1.0
0,0.37,0.818410664471087,1.0
0,0.371,0.8230551957119342,1.0
0,0.34348422177632093,0.6948683699096201,1.0
0,0.34448422177632093,0.6994909262141635,1.0
0,0.23742110888160467,0.6879362300189946,1.0
0,0.23842110888160467,0.6795552547055135,1.0
0,0.30578040979716764,0.5373941551371719,1.0
0,0.30678040979716764,0.5406880651033188,1.0
0,0.14916096943042687,2.5207783225865805,1.0
0,0.15016096943042687,2.484805331761935,1.0
0,0.28524814392410114,0.49743533371721815,1.0
0,0.28624814392410114,0.49786917574240463,1.0
0,0.2821336165800244,0.49719802530919216,1.0
0,0.2831336165800244,0.4970889815216938,1.0
0,0.2827591990688829,0.4971091055972694,1.0
0,0.2837591990688829,0.4971100879707552,1.0
0,0.193,1.3246069735971278,1.0
0,0.194,1.3042301239616547,1.0
0,0.37,0.818410664471087,1.0
0,0.371,0.8230551957119342,1.0
0,0.33714481771835564,0.6658000697127061,1.0
0,0.33814481771835564,0.6703534088322332,1.0
0,0.2057240885917782,1.0830283065400212,1.0
0,0.2067240885917782,1.065679557857247,1.0
0,0.28996167115117244,0.5009449782547862,1.0
0,0.29096167115117244,0.5021602290917779,1.0
0,0.26159809784418964,0.5393232318074952,1.0
0,0.26259809784418964,0.5354984406842345,1.0
0,0.2834123701254542,0.4970900099817298,1.0
0,0.28441237012545423,0.4972050996372905,1.0
0,0.2827272370631945,0.4971119749590196,1.0
0,0.2837272370631945,0.49710726112580517,1.0
0,0.2832634547592784,0.49708781356727516,1.0
0,0.2842634547592784,0.49717679323182973,1.0
0,0.167,1.9506216481170604,1.0
0,0.168,1.9226000858621133,1.0
0,0.37,0.818410664471087,1.0
0,0.371,0.8230551957119342,1.0
0,0.34113704942975914,0.6840524781776411,1.0
0,0.34213704942975914,0.6886540578991034,1.0
0,0.22568524714879573,0.8018518078378192,1.0
0,0.22668524714879573,0.7909815343449766,1.0
0,0.28851298439362827,0.49946952647087695,1.0
0,0.28951298439362827,0.5004511923009124,1.0
0,0.2666740659948731,0.5217799171564456,1.0
0,0.2676740659948731,0.5188787697286551,1.0
0,0.28336749432676095,0.497088938692775,1.0
0,0.28436749432676095,0.4971961896676639,1.0
0,0.28273637647382815,0.49711114500557496,1.0
0,0.28373637647382816,0.4971081187410839,1.0
0,0.2832391969117836,0.49708776037974994,1.0
0,0.2842391969117836,0.4971725692451295,1.0
0,0.198,1.2251146943834077,1.0
0,0.199,1.2059265298887731,1.0
0,0.37,0.818410664471087,1.0
0,0.371,0.8230551957119342,1.0
0,0.33648052816633806,0.662782330204535,1.0
0,0.33748052816633806,0.6673273060357908,1.0
0,0.2024026408316903,1.1423958548212636,1.0
0,0.2034026408316903,1.124244519304662,1.0
0,0.29051175519920164,0.5015940865756369,1.0
0,0.29151175519920164,0.5028959459750233,1.0
0,0.259553730139396,0.547703844184684,1.0
0,0.260553730139396,0.543510391305547,1.0
0,0.2834376799632897,0.4970907624691847,1.0
0,0.2844376799632897,0.4972103374327789,1.0
0,0.2827222156780561,0.4971124670331359,1.0
0,0.2837222156780561,0.4971069479623001,1.0
0,0.28327665908585964,0.49708776599195387,1.0
0,0.28427665908585964,0.4971791607278738,1.0
