,E1,E2,G12,OBJ,Success
0,0.2,0.2,0.09,1062.6678831656448,1.0
0,0.20001000000000002,0.2,0.09,1062.6336546580596,1.0
0,0.2,0.20001000000000002,0.09,1062.6029142426937,1.0
0,0.2,0.2,0.09000999999999999,1062.664915371751,1.0
0,2.0,1.0,0.2,1257.1080898455757,1.0
0,2.00001,1.0,0.2,1257.1100739492642,1.0
0,2.0,1.00001,0.2,1257.1114460810302,1.0
0,2.0,1.0,0.20001000000000002,1257.1084007420093,1.0
0,0.7961613033079098,0.46496057924795986,0.12643207964659448,502.0980471561213,1.0
0,0.7961713033079098,0.46496057924795986,0.12643207964659448,502.10475238399715,1.0
0,0.7961613033079098,0.46497057924795987,0.12643207964659448,502.1095833870717,1.0
0,0.7961613033079098,0.46496057924795986,0.12644207964659449,502.09888255449835,1.0
0,0.6979731263511222,0.42525760316150873,0.11912559450311291,379.8408216680105,1.0
0,0.6979831263511221,0.42525760316150873,0.11912559450311291,379.8486851837835,1.0
0,0.6979731263511222,0.42526760316150874,0.11912559450311291,379.85444607083,1.0
0,0.6979731263511222,0.42525760316150873,0.11913559450311291,379.8417243931781,1.0
0,0.30522041852397175,0.26644569881570423,0.08989965392918667,469.700851830317,1.0
0,0.30523041852397176,0.26644569881570423,0.08989965392918667,469.681039986645,1.0
0,0.30522041852397175,0.26645569881570424,0.08989965392918667,469.66619093277154,1.0
0,0.30522041852397175,0.26644569881570423,0.08990965392918666,469.698298865967,1.0
0,0.5090358361683294,0.3488596808610709,0.105066187896778,102.8244151946692,1.0
0,0.5090458361683293,0.3488596808610709,0.105066187896778,102.82881648700848,1.0
0,0.5090358361683294,0.3488696808610709,0.105066187896778,102.835872431039,1.0
0,0.5090358361683294,0.3488596808610709,0.105076187896778,102.82564949644257,1.0
0,0.1,0.05,0.01,1257.1114460810302,0.0
0,0.10001,0.05,0.01,1257.1114460810302,0.0
0,0.1,0.050010000000000006,0.01,1257.1114460810302,0.0
0,0.1,0.05,0.01001,1257.1114460810302,0.0
0,0.483415549009959,0.33014036542053193,0.09911164108791423,97.86866382455266,1.0
0,0.483425549009959,0.33014036542053193,0.09911164108791423,97.86338241336668,1.0
0,0.483415549009959,0.33015036542053194,0.09911164108791423,97.86504243219593,1.0
0,0.483415549009959,0.33014036542053193,0.09912164108791423,97.86672523398825,1.0
0,2.0,1.0,0.2,1257.1080898455757,1.0
0,2.00001,1.0,0.2,1257.1100739492642,1.0
0,2.0,1.00001,0.2,1257.1114460810302,1.0
0,2.0,1.0,0.20001000000000002,1257.1084007420093,1.0
0,0.6594976438007089,0.407914001828,0.11082522127505393,322.791990228524,1.0
0,0.6595076438007088,0.407914001828,0.11082522127505393,322.8004931847659,1.0
0,0.6594976438007089,0.407924001828,0.11082522127505393,322.80677965025603,1.0
0,0.6594976438007089,0.407914001828,0.11083522127505392,322.7930542444455,1.0
0,0.501261825776675,0.3380228809149724,0.10029883615279142,91.87612994570635,1.0
0,0.501271825776675,0.3380228809149724,0.10029883615279142,91.87553823407245,1.0
0,0.501261825776675,0.3380328809149724,0.10029883615279142,91.88006787919592,1.0
0,0.501261825776675,0.3380228809149724,0.10030883615279142,91.87568223437141,1.0
0,0.5043322682464311,0.333238092038468,0.10152017859057148,89.91318440192774,1.0
0,0.504342268246431,0.333238092038468,0.10152017859057148,89.9116956862822,1.0
0,0.5043322682464311,0.333248092038468,0.10152017859057148,89.91580775761594,1.0
