,E,G,OBJ,Success
0,0.166,0.5,30.0,0.0
0,0.167,0.5,30.0,0.0
0,0.166,0.501,30.0,0.0
0,0.155,0.52,0.6735235332211205,1.0
0,0.156,0.52,0.6439809241044334,1.0
0,0.155,0.521,0.6812276483609342,1.0
0,0.25,0.2,30.0,0.0
0,0.251,0.2,30.0,0.0
0,0.25,0.201,30.0,0.0
0,0.1576115425692442,0.5112032250299143,30.0,0.0
0,0.1586115425692442,0.5112032250299143,30.0,0.0
0,0.1576115425692442,0.5122032250299143,30.0,0.0
0,0.15500214561589018,0.5199927726622647,0.6733986182769467,1.0
0,0.15600214561589018,0.5199927726622647,30.0,0.0
0,0.15500214561589018,0.5209927726622647,0.6810975436782787,1.0
0,0.15500000405595718,0.5199999863378285,0.6735232991037394,1.0
0,0.15600000405595718,0.5199999863378285,30.0,0.0
0,0.15500000405595718,0.5209999863378285,0.6812274305319297,1.0
0,0.15500169427489158,0.5199942929687863,0.6734249049953093,1.0
0,0.15600169427489158,0.5199942929687863,30.0,0.0
0,0.15500169427489158,0.5209942929687863,0.6811249311737845,1.0
0,0.15500205049448768,0.5199930930711995,0.673404166330144,1.0
0,0.15600205049448768,0.5199930930711995,30.0,0.0
0,0.15500205049448768,0.5209930930711995,0.6811033136077691,1.0
0,0.15500214561589018,0.5199927726622647,0.6733986182769467,1.0
0,0.15600214561589018,0.5199927726622647,30.0,0.0
0,0.15500214561589018,0.5209927726622647,0.6810975436782787,1.0
0,0.193,0.67,0.6026596161171753,1.0
0,0.194,0.67,0.5990669127643841,1.0
0,0.193,0.671,0.6039192968905422,1.0
0,0.25,0.2,30.0,0.0
0,0.251,0.2,30.0,0.0
0,0.25,0.201,30.0,0.0
0,0.19325406044941754,0.6679051155925222,0.5996492308334727,1.0
0,0.19425406044941754,0.6679051155925222,0.5984856133710844,1.0
0,0.19325406044941754,0.6689051155925222,0.6004156052299997,1.0
0,0.1932677643247975,0.6641188133138956,0.5982372542848574,1.0
0,0.1942677643247975,0.6641188133138956,0.600032321484768,1.0
0,0.1932677643247975,0.6651188133138956,0.5983668270069658,1.0
0,0.19292930823710705,0.6618145056931408,0.598170973120515,1.0
0,0.19392930823710705,0.6618145056931408,0.6006000296909099,1.0
0,0.19292930823710705,0.6628145056931408,0.5981707727995675,1.0
0,0.19157548388634524,0.6525972752101219,0.5989974880590236,1.0
0,0.19257548388634524,0.6525972752101219,0.6042032731591194,1.0
0,0.19157548388634524,0.6535972752101219,0.5984294728938296,1.0
0,0.19268265462337825,0.6601352160527022,0.5981878330713843,1.0
0,0.19368265462337825,0.6601352160527022,0.6010952059670976,1.0
0,0.19268265462337825,0.6611352160527022,0.5980902579701447,1.0
0,0.167,0.56,0.6109399623035068,1.0
0,0.168,0.56,0.5997040516509623,1.0
0,0.167,0.561,0.6142876880821223,1.0
0,0.25,0.2,30.0,0.0
0,0.251,0.2,30.0,0.0
0,0.25,0.201,30.0,0.0
0,0.16797092487268261,0.5557887595883646,30.0,0.0
0,0.16897092487268262,0.5557887595883646,30.0,0.0
0,0.16797092487268261,0.5567887595883646,30.0,0.0
0,0.16700013763560867,0.5599994030262758,0.6109361461523395,1.0
0,0.16800013763560867,0.5599994030262758,30.0,0.0
0,0.16700013763560867,0.5609994030262758,0.6142835878109479,1.0
0,0.16700000012057584,0.5599999994770205,0.6109399612818409,1.0
0,0.16800000012057584,0.5599999994770205,30.0,0.0
0,0.16700000012057584,0.5609999994770205,0.6142876826518318,1.0
0,0.16700010861270065,0.5599995289087685,0.6109369583777591,1.0
0,0.16800010861270065,0.5599995289087685,30.0,0.0
0,0.16700010861270065,0.5609995289087685,0.6142844514847418,1.0
0,0.16700013151031712,0.5599994295938054,0.6109363161021629,1.0
0,0.16800013151031712,0.5599994295938054,30.0,0.0
0,0.16700013151031712,0.5609994295938054,0.6142837752603395,1.0
0,0.16700013763560867,0.5599994030262758,0.6109361461523395,1.0
0,0.16800013763560867,0.5599994030262758,30.0,0.0
0,0.16700013763560867,0.5609994030262758,0.6142835878109479,1.0
0,0.198,0.7,0.614063365819305,1.0
0,0.199,0.7,0.6065638119106287,1.0
0,0.198,0.701,0.6160298279245944,1.0
0,0.25,0.2,30.0,0.0
0,0.251,0.2,30.0,0.0
0,0.25,0.201,30.0,0.0
0,0.19839574756667167,0.6961947349358493,0.6051898271351993,1.0
0,0.19939574756667167,0.6961947349358493,0.6010818948745855,1.0
0,0.19839574756667167,0.6971947349358493,0.6064862448613493,1.0
0,0.1987159799191973,0.6880269023725084,0.5996249168754277,1.0
0,0.1997159799191973,0.6880269023725084,0.6019965487635421,1.0
0,0.1987159799191973,0.6890269023725084,0.599588510390729,1.0
0,0.19837995958164512,0.6871862588778664,0.5994982368881884,1.0
0,0.19937995958164512,0.6871862588778664,0.6013745366008432,1.0
0,0.19837995958164512,0.6881862588778664,0.5995674371426972,1.0
