,E1,nu12,OBJ,Success
0,0.16874658,0.49,1.7650064441325768,1.0
0,0.16974658,0.49,1.7653373074828203,1.0
0,0.16874658,0.491,1.76477168761521,1.0
0,0.1,0.49,4.844355992853226,1.0
0,0.101,0.49,4.751904709495255,1.0
0,0.1,0.491,4.826400858003821,1.0
0,0.16848708778620886,0.49,1.7650412621155216,1.0
0,0.16948708778620886,0.49,1.7651813127575007,1.0
0,0.16848708778620886,0.491,1.7647443046838347,1.0
0,0.1687047154280782,0.49,1.7650087529190297,1.0
0,0.1697047154280782,0.49,1.7653090651796681,1.0
0,0.1687047154280782,0.491,1.764764244853838,1.0
0,0.16873912933777813,0.49,1.7650070900942119,1.0
0,0.16973912933777813,0.49,1.7653322507724534,1.0
0,0.16873912933777813,0.491,1.7647705590689151,1.0
0,0.16874540744338135,0.49,1.765006619837278,1.0
0,0.16974540744338135,0.49,1.7653366587966617,1.0
0,0.16874540744338135,0.491,1.7647715902933974,1.0
0,0.16874642490723968,0.49,1.7650065056150952,1.0
0,0.16974642490723968,0.49,1.7653370931886025,1.0
0,0.16874642490723968,0.491,1.7647718074361929,1.0
0,0.16874656717944947,0.49,1.7650064585180087,1.0
0,0.16974656717944947,0.49,1.7653373099405631,1.0
0,0.16874656717944947,0.491,1.764771716723645,1.0
0,0.16874657949339208,0.49,1.765006438474763,1.0
0,0.16974657949339209,0.49,1.7653373072871152,1.0
0,0.16874657949339208,0.491,1.7647716901784867,1.0
0,0.16874657913632787,0.49,1.7650064432294572,1.0
0,0.16974657913632787,0.49,1.7653372997203705,1.0
0,0.16874657913632787,0.491,1.7647716913095584,1.0
0,0.16874657949194338,0.49,1.765006438474761,1.0
0,0.16974657949194338,0.49,1.7653373074372922,1.0
0,0.16874657949194338,0.491,1.764771690178488,1.0
0,0.16874657949050628,0.49,1.76500643847477,1.0
0,0.16974657949050628,0.49,1.7653373074372904,1.0
0,0.16874657949050628,0.491,1.7647716901784918,1.0
0,0.16874657949194338,0.49,1.765006438474761,1.0
0,0.16974657949194338,0.49,1.7653373074372922,1.0
0,0.16874657949194338,0.491,1.764771690178488,1.0
0,0.1,0.49,4.844355992853226,1.0
0,0.101,0.49,4.751904709495255,1.0
0,0.1,0.491,4.826400858003821,1.0
0,0.16848708293495185,0.49,1.7650412821203059,1.0
0,0.16948708293495185,0.49,1.7651813303949022,1.0
0,0.16848708293495185,0.491,1.764744263870046,1.0
0,0.16870472578105555,0.49,1.765008754412232,1.0
0,0.16970472578105555,0.49,1.7653090985634066,1.0
0,0.16870472578105555,0.491,1.7647642854497527,1.0
0,0.16873913558505352,0.49,1.7650070692072248,1.0
0,0.16973913558505352,0.49,1.7653322573244323,1.0
0,0.16873913558505352,0.491,1.7647705568258014,1.0
0,0.1687454011646615,0.49,1.7650066275873049,1.0
0,0.1697454011646615,0.49,1.7653366588967165,1.0
0,0.1687454011646615,0.491,1.764771605589059,1.0
0,0.16874642760085407,0.49,1.765006507227267,1.0
0,0.16974642760085407,0.49,1.7653370836987152,1.0
0,0.16874642760085407,0.491,1.7647717930610645,1.0
0,0.16874656791848752,0.49,1.7650064625829873,1.0
0,0.16974656791848752,0.49,1.76533730807534,1.0
0,0.16874656791848752,0.491,1.7647717177436288,1.0
0,0.16874657922122113,0.49,1.765006440675566,1.0
0,0.16974657922122113,0.49,1.7653372995473355,1.0
0,0.16874657922122113,0.491,1.764771690901393,1.0
0,0.16874657949016714,0.49,1.7650064384747703,1.0
0,0.16974657949016714,0.49,1.7653373074372944,1.0
0,0.16874657949016714,0.491,1.7647716901784944,1.0
0,0.16874657949157595,0.49,1.76500643847477,1.0
0,0.16974657949157596,0.49,1.7653373074372891,1.0
0,0.16874657949157595,0.491,1.764771690178495,1.0
0,0.16874657949187272,0.49,1.765006438474767,1.0
0,0.16974657949187272,0.49,1.7653373074372967,1.0
0,0.16874657949187272,0.491,1.7647716901784922,1.0
0,0.16874657949193225,0.49,1.765006438474769,1.0
0,0.16974657949193225,0.49,1.7653373074372953,1.0
0,0.16874657949193225,0.491,1.7647716901784918,1.0
0,0.16874657949194277,0.49,1.7650064384747672,1.0
0,0.16974657949194277,0.49,1.765337307437291,1.0
0,0.16874657949194277,0.491,1.764771690178491,1.0
0,0.16874657949194338,0.49,1.765006438474761,1.0
0,0.16974657949194338,0.49,1.7653373074372922,1.0
0,0.16874657949194338,0.491,1.764771690178488,1.0
0,0.16874657949194338,0.49,1.765006438474761,1.0
0,0.16974657949194338,0.49,1.7653373074372922,1.0
0,0.16874657949194338,0.491,1.764771690178488,1.0
0,0.16874657949194308,0.49,1.7650064384747681,1.0
0,0.16974657949194308,0.49,1.7653373074372893,1.0
0,0.16874657949194308,0.491,1.7647716901784896,1.0
0,0.16874657949194338,0.49,1.765006438474761,1.0
0,0.16974657949194338,0.49,1.7653373074372922,1.0
0,0.16874657949194338,0.491,1.764771690178488,1.0
0,0.16874657949194338,0.49,1.765006438474761,1.0
0,0.16974657949194338,0.49,1.7653373074372922,1.0
0,0.16874657949194338,0.491,1.764771690178488,1.0
0,0.16874657949194322,0.49,1.7650064384747668,1.0
0,0.16974657949194322,0.49,1.7653373074372882,1.0
