,E1,nu12,OBJ,Success
0,0.16874657949194322,0.491,1.7647716901784922,1.0
0,0.16874657949194338,0.49,1.765006438474761,1.0
0,0.16974657949194338,0.49,1.7653373074372922,1.0
0,0.16874657949194338,0.491,1.764771690178488,1.0
0,0.16874657949194338,0.49,1.765006438474761,1.0
0,0.16974657949194338,0.49,1.7653373074372922,1.0
0,0.16874657949194338,0.491,1.764771690178488,1.0
0,0.1687465794919433,0.49,1.7650064384747588,1.0
0,0.1697465794919433,0.49,1.7653373074372851,1.0
0,0.1687465794919433,0.491,1.7647716901784907,1.0
0,0.1687465794919433,0.49,1.7650064384747588,1.0
0,0.1697465794919433,0.49,1.7653373074372851,1.0
0,0.1687465794919433,0.491,1.7647716901784907,1.0
0,0.1687465794919433,0.49,1.7650064384747588,1.0
0,0.1697465794919433,0.49,1.7653373074372851,1.0
0,0.1687465794919433,0.491,1.7647716901784907,1.0
0,0.16874657949194327,0.49,1.7650064384747677,1.0
0,0.16974657949194327,0.49,1.765337307437286,1.0
0,0.16874657949194327,0.491,1.764771690178494,1.0
0,0.1687465794919433,0.49,1.7650064384747588,1.0
0,0.1697465794919433,0.49,1.7653373074372851,1.0
0,0.1687465794919433,0.491,1.7647716901784907,1.0
0,0.1687465794919433,0.49,1.7650064384747588,1.0
0,0.1697465794919433,0.49,1.7653373074372851,1.0
0,0.1687465794919433,0.491,1.7647716901784907,1.0
0,0.16874657949194327,0.49,1.7650064384747677,1.0
0,0.16974657949194327,0.49,1.765337307437286,1.0
0,0.16874657949194327,0.491,1.764771690178494,1.0
0,0.1687465794919433,0.49,1.7650064384747588,1.0
0,0.1697465794919433,0.49,1.7653373074372851,1.0
0,0.1687465794919433,0.491,1.7647716901784907,1.0
0,0.1687465794919433,0.49,1.7650064384747588,1.0
0,0.1697465794919433,0.49,1.7653373074372851,1.0
0,0.1687465794919433,0.491,1.7647716901784907,1.0
