,E1,E2,G12,OBJ,Success
0,0.26148553,0.24668236,0.01,1.7633908399041498,1.0
0,0.26149553000000003,0.24668236,0.01,1.7633907803639828,1.0
0,0.26148553,0.24669236,0.01,1.76339080864259,1.0
0,0.26148553,0.24668236,0.01001,1.7633998065120107,1.0
0,0.26743954670188996,0.24980851597852655,0.001,1.7633998065120107,0.0
0,0.26744954670189,0.24980851597852655,0.001,1.7633998065120107,0.0
0,0.26743954670188996,0.24981851597852656,0.001,1.7633998065120107,0.0
0,0.26743954670188996,0.24980851597852655,0.00101,1.7633998065120107,0.0
0,0.2634658260993797,0.24772211430373978,0.007006614897677418,1.7610899482428901,1.0
0,0.2634758260993797,0.24772211430373978,0.007006614897677418,1.761091128425499,1.0
0,0.2634658260993797,0.2477321143037398,0.007006614897677418,1.7610923627962993,1.0
0,0.2634658260993797,0.24772211430373978,0.007016614897677418,1.7610981522276266,1.0
0,0.2647081438914572,0.24621928657457523,0.001,1.7633998065120107,0.0
0,0.2647181438914572,0.24621928657457523,0.001,1.7633998065120107,0.0
0,0.2647081438914572,0.24622928657457524,0.001,1.7633998065120107,0.0
0,0.2647081438914572,0.24621928657457523,0.00101,1.7633998065120107,0.0
0,0.2636839985630664,0.2474581917951357,0.005951749565311709,1.7601733898003311,1.0
0,0.2636939985630664,0.2474581917951357,0.005951749565311709,1.7601746823303004,1.0
0,0.2636839985630664,0.2474681917951357,0.005951749565311709,1.7601755831208195,1.0
0,0.2636839985630664,0.2474581917951357,0.005961749565311709,1.7601816537471744,1.0
0,0.2641960712272618,0.24683873918485547,0.0034758747826558545,1.7580945227775122,1.0
0,0.2642060712272618,0.24683873918485547,0.0034758747826558545,1.7580954560685145,1.0
0,0.2641960712272618,0.24684873918485548,0.0034758747826558545,1.7580960755884316,1.0
0,0.2641960712272618,0.24683873918485547,0.0034858747826558545,1.7581028493191024,1.0
0,0.2645340391856308,0.2464299004620705,0.0018417974261029906,1.7633998065120107,0.0
0,0.2645440391856308,0.2464299004620705,0.0018417974261029906,1.7633998065120107,0.0
0,0.2645340391856308,0.2464399004620705,0.0018417974261029906,1.7633998065120107,0.0
0,0.2645340391856308,0.2464299004620705,0.0018517974261029906,1.7633998065120107,0.0
0,0.2642091412056724,0.24682292847514792,0.003412681348951409,1.7580429459387827,1.0
0,0.2642191412056724,0.24682292847514792,0.003412681348951409,1.758043909086303,1.0
0,0.2642091412056724,0.24683292847514793,0.003412681348951409,1.7580446231155449,1.0
0,0.2642091412056724,0.24682292847514792,0.003422681348951409,1.758050855919676,1.0
0,0.2644235738724449,0.24656352998651684,0.0023758979598714524,1.7633998065120107,0.0
0,0.2644335738724449,0.24656352998651684,0.0023758979598714524,1.7633998065120107,0.0
0,0.2644235738724449,0.24657352998651685,0.0023758979598714524,1.7633998065120107,0.0
0,0.2644235738724449,0.24656352998651684,0.0023858979598714524,1.7633998065120107,0.0
0,0.2642143547973443,0.24681662161052523,0.0033874735980794013,1.758022385207139,1.0
0,0.2642243547973443,0.24681662161052523,0.0033874735980794013,1.7580232627575605,1.0
0,0.2642143547973443,0.24682662161052524,0.0033874735980794013,1.758023898607175,1.0
0,0.2642143547973443,0.24681662161052523,0.0033974735980794014,1.758030251482403,1.0
0,0.26423620928353353,0.24679018431077687,0.0032818070100592203,1.7579361468714283,1.0
0,0.26424620928353354,0.24679018431077687,0.0032818070100592203,1.7579370612446679,1.0
0,0.26423620928353353,0.24680018431077688,0.0032818070100592203,1.7579375605388528,1.0
0,0.26423620928353353,0.24679018431077687,0.0032918070100592203,1.7579441059272207,1.0
0,0.26432989157798925,0.24667685714864684,0.0028288524849653367,1.7575688203717506,1.0
0,0.26433989157798926,0.24667685714864684,0.0028288524849653367,1.7575697198662499,1.0
0,0.26432989157798925,0.24668685714864685,0.0028288524849653367,1.7575701014560288,1.0
0,0.26432989157798925,0.24667685714864684,0.0028388524849653368,1.7575765873433848,1.0
0,0.26432989157798925,0.24667685714864684,0.0028288524849653367,1.7575688203717506,1.0
0,0.26433989157798926,0.24667685714864684,0.0028288524849653367,1.7575697198662499,1.0
0,0.26432989157798925,0.24668685714864685,0.0028288524849653367,1.7575701014560288,1.0
0,0.26432989157798925,0.24667685714864684,0.0028388524849653368,1.7575765873433848,1.0
0,0.26359167245822007,0.24603206824726062,0.001,1.7633998065120107,0.0
0,0.2636016724582201,0.24603206824726062,0.001,1.7633998065120107,0.0
0,0.26359167245822007,0.24604206824726063,0.001,1.7633998065120107,0.0
0,0.26359167245822007,0.24603206824726062,0.00101,1.7633998065120107,0.0
0,0.264300703209126,0.24665136290745399,0.0027565416771061823,1.7575055992374908,1.0
0,0.26431070320912603,0.24665136290745399,0.0027565416771061823,1.7575066053823953,1.0
0,0.264300703209126,0.246661362907454,0.0027565416771061823,1.757507044332856,1.0
0,0.264300703209126,0.24665136290745399,0.0027665416771061823,1.757513637353337,1.0
0,0.2639461878336731,0.24634171557735732,0.0018782708385530911,1.7633998065120107,0.0
0,0.2639561878336731,0.24634171557735732,0.0018782708385530911,1.7633998065120107,0.0
0,0.2639461878336731,0.24635171557735733,0.0018782708385530911,1.7633998065120107,0.0
0,0.2639461878336731,0.24634171557735732,0.0018882708385530912,1.7633998065120107,0.0
0,0.2642933131873369,0.24664490817890114,0.002738233752871971,1.7574898906974021,1.0
0,0.2643033131873369,0.24664490817890114,0.002738233752871971,1.757490581532628,1.0
0,0.2642933131873369,0.24665490817890115,0.002738233752871971,1.7574910429464272,1.0
0,0.2642933131873369,0.24664490817890114,0.002748233752871971,1.757497795284614,1.0
0,0.26411894767244243,0.24649261064856406,0.002306263357270763,1.7633998065120107,0.0
0,0.26412894767244244,0.24649261064856406,0.002306263357270763,1.7633998065120107,0.0
0,0.26411894767244243,0.24650261064856407,0.002306263357270763,1.7633998065120107,0.0
0,0.26411894767244243,0.24649261064856406,0.002316263357270763,1.7633998065120107,0.0
