,E1,E2,G12,OBJ,Success
0,0.26422968,0.24658871,0.257984,1.7573528775888088,1.0
0,0.26522968,0.24658871,0.257984,1.7573528775888088,0.0
0,0.26422968,0.24758871,0.257984,1.7575446442889917,1.0
0,0.26422968,0.24658871,0.258984,1.7573609069428153,1.0
0,0.26422968,0.05482200981705071,0.2499546459934332,1.7575446442889917,0.0
0,0.26522968,0.05482200981705071,0.2499546459934332,1.7575446442889917,0.0
0,0.26422968,0.05582200981705071,0.2499546459934332,1.7575446442889917,0.0
0,0.26422968,0.05482200981705071,0.2509546459934332,1.7575446442889917,0.0
0,0.26422968,0.18332511937511142,0.25533512631979827,1.7575446442889917,0.0
0,0.26522968,0.18332511937511142,0.25533512631979827,1.7575446442889917,0.0
0,0.26422968,0.18432511937511142,0.25533512631979827,1.7575446442889917,0.0
0,0.26422968,0.18332511937511142,0.25633512631979827,1.7575446442889917,0.0
0,0.26422968,0.22614598679622816,0.2571280544093174,1.7575446442889917,0.0
0,0.26522968,0.22614598679622816,0.2571280544093174,1.7575446442889917,0.0
0,0.26422968,0.22714598679622816,0.2571280544093174,1.7575446442889917,0.0
0,0.26422968,0.22614598679622816,0.2581280544093174,1.7575446442889917,0.0
0,0.26422968,0.24038075692007319,0.2577240703412671,1.7575446442889917,0.0
0,0.26522968,0.24038075692007319,0.2577240703412671,1.7575446442889917,0.0
0,0.26422968,0.2413807569200732,0.2577240703412671,1.7575446442889917,0.0
0,0.26422968,0.24038075692007319,0.2587240703412671,1.7575446442889917,0.0
0,0.26422968,0.2450229472093447,0.25791844084022675,1.7575446442889917,0.0
0,0.26522968,0.2450229472093447,0.25791844084022675,1.7575446442889917,0.0
0,0.26422968,0.2460229472093447,0.25791844084022675,1.7575446442889917,0.0
0,0.26422968,0.2450229472093447,0.25891844084022675,1.7575446442889917,0.0
0,0.26422968,0.24635930401567938,0.2579743946730189,1.7575446442889917,0.0
0,0.26522968,0.24635930401567938,0.2579743946730189,1.7575446442889917,0.0
0,0.26422968,0.24735930401567938,0.2579743946730189,1.7574878450451883,1.0
0,0.26422968,0.24635930401567938,0.2589743946730189,1.7575446442889917,0.0
0,0.26422968,0.24658066860474365,0.2579836633033308,1.757352161596672,1.0
0,0.26522968,0.24658066860474365,0.2579836633033308,1.7575446442889917,0.0
0,0.26422968,0.24758066860474365,0.2579836633033308,1.7575425630395491,1.0
0,0.26422968,0.24658066860474365,0.2589836633033308,1.7573600623995762,1.0
0,0.26422968,0.24643456797596122,0.257977546007325,1.7575446442889917,0.0
0,0.26522968,0.24643456797596122,0.257977546007325,1.7575446442889917,0.0
0,0.26422968,0.24743456797596122,0.257977546007325,1.757505319640957,1.0
0,0.26422968,0.24643456797596122,0.258977546007325,1.757344507814332,1.0
0,0.26422968,0.24657734436445525,0.25798352411596376,1.75735161750556,1.0
0,0.26522968,0.24657734436445525,0.25798352411596376,1.7575446442889917,0.0
0,0.26422968,0.24757734436445525,0.25798352411596376,1.7575414956578448,1.0
0,0.26422968,0.24657734436445525,0.25898352411596376,1.7573597250360367,1.0
0,0.26422968,0.2464831119480492,0.2579795785642621,1.7575446442889917,0.0
0,0.26522968,0.2464831119480492,0.2579795785642621,1.7575446442889917,0.0
0,0.26422968,0.2474831119480492,0.2579795785642621,1.7575173394818977,1.0
0,0.26422968,0.2464831119480492,0.2589795785642621,1.757349397804186,1.0
0,0.26422968,0.24657594298162572,0.2579834654394635,1.7575446442889917,0.0
0,0.26522968,0.24657594298162572,0.2579834654394635,1.7575446442889917,0.0
0,0.26422968,0.24757594298162572,0.2579834654394635,1.7575411047570488,1.0
0,0.26422968,0.24657594298162572,0.2589834654394635,1.7573596038547192,1.0
0,0.26422968,0.24657734404212017,0.25798352410246744,1.7573516182018285,1.0
0,0.26522968,0.24657734404212017,0.25798352410246744,1.7575446442889917,0.0
0,0.26422968,0.24757734404212017,0.25798352410246744,1.7575414972824013,1.0
0,0.26422968,0.24657734404212017,0.25898352410246744,1.7573597242575159,1.0
0,0.26422968,0.24657734436445525,0.25798352411596376,1.75735161750556,1.0
0,0.26522968,0.24657734436445525,0.25798352411596376,1.7575446442889917,0.0
0,0.26422968,0.24757734436445525,0.25798352411596376,1.7575414956578448,1.0
0,0.26422968,0.24657734436445525,0.25898352411596376,1.7573597250360367,1.0
0,0.26421836984869684,0.24427258359837017,0.25788701358001814,1.7575446442889917,0.0
0,0.26521836984869684,0.24427258359837017,0.25788701358001814,1.7575446442889917,0.0
0,0.26421836984869684,0.24527258359837018,0.25788701358001814,1.7575446442889917,0.0
0,0.26421836984869684,0.24427258359837017,0.25888701358001814,1.7575446442889917,0.0
0,0.2642276706147881,0.24616787573081525,0.25796637785164556,1.7575446442889917,0.0
0,0.2652276706147881,0.24616787573081525,0.25796637785164556,1.7575446442889917,0.0
0,0.2642276706147881,0.24716787573081525,0.25796637785164556,1.757445662682451,1.0
0,0.2642276706147881,0.24616787573081525,0.25896637785164556,1.7575446442889917,0.0
0,0.26422956034443096,0.24655296118392692,0.2579825030842561,1.7575446442889917,0.0
0,0.26522956034443096,0.24655296118392692,0.2579825030842561,1.7575446442889917,0.0
0,0.26422956034443096,0.24755296118392692,0.2579825030842561,1.7575351782563013,1.0
0,0.26422956034443096,0.24655296118392692,0.2589825030842561,1.7573565577201402,1.0
0,0.2642296795238288,0.24657724733120373,0.257983520052752,1.7573516837345893,1.0
0,0.2652296795238288,0.24657724733120373,0.257983520052752,1.7575446442889917,0.0
0,0.2642296795238288,0.24757724733120373,0.257983520052752,1.7575415151997218,1.0
0,0.2642296795238288,0.24657724733120373,0.258983520052752,1.757359641939301,1.0
0,0.26422967998195135,0.24657734068652848,0.2579835239619527,1.757351624656418,1.0
0,0.26522967998195135,0.24657734068652848,0.2579835239619527,1.7575446442889917,0.0
0,0.26422967998195135,0.24757734068652848,0.2579835239619527,1.7575415103108012,1.0
0,0.26422967998195135,0.24657734068652848,0.2589835239619527,1.7573597145600306,1.0
0,0.2642296799997266,0.24657734430873612,0.25798352411363057,1.7573516175060715,1.0
0,0.2652296799997266,0.24657734430873612,0.25798352411363057,1.7575446442889917,0.0
0,0.2642296799997266,0.24757734430873612,0.25798352411363057,1.7575414958328934,1.0
0,0.2642296799997266,0.24657734430873612,0.25898352411363057,1.7573597249841701,1.0
0,0.2642296799999458,0.2465773443534014,0.2579835241155009,1.7573516175060715,1.0
0,0.2652296799999458,0.2465773443534014,0.2579835241155009,1.7575446442889917,0.0
0,0.2642296799999458,0.2475773443534014,0.2579835241155009,1.7575414956578346,1.0
0,0.2642296799999458,0.2465773443534014,0.2589835241155009,1.7573597250360296,1.0
0,0.26422967999999136,0.2465773443626902,0.2579835241158899,1.75735161750607,1.0
0,0.26522967999999136,0.2465773443626902,0.2579835241158899,1.7575446442889917,0.0
0,0.26422967999999136,0.2475773443626902,0.2579835241158899,1.757541495657843,1.0
0,0.26422967999999136,0.2465773443626902,0.2589835241158899,1.7573597250360309,1.0
0,0.2642296799999994,0.2465773443643291,0.2579835241159585,1.7573516175055641,1.0
0,0.2652296799999994,0.2465773443643291,0.2579835241159585,1.7575446442889917,0.0
0,0.2642296799999994,0.2475773443643291,0.2579835241159585,1.7575414956578403,1.0
0,0.2642296799999994,0.2465773443643291,0.2589835241159585,1.7573597250360384,1.0
0,0.2642296799999999,0.24657734436443365,0.25798352411596287,1.757351617505559,1.0
0,0.2652296799999999,0.24657734436443365,0.25798352411596287,1.7575446442889917,0.0
0,0.2642296799999999,0.24757734436443365,0.25798352411596287,1.7575414956578417,1.0
0,0.2642296799999999,0.24657734436443365,0.25898352411596287,1.757359725036065,1.0
0,0.2642296799999996,0.24657734436436465,0.25798352411596,1.75735161750556,1.0
0,0.2652296799999996,0.24657734436436465,0.25798352411596,1.7575446442889917,0.0
0,0.2642296799999996,0.24757734436436465,0.25798352411596,1.7575414956578421,1.0
0,0.2642296799999996,0.24657734436436465,0.25898352411596,1.7573597250360313,1.0
0,0.26422967999999986,0.2465773443644203,0.2579835241159623,1.7573516175055597,1.0
0,0.26522967999999986,0.2465773443644203,0.2579835241159623,1.7575446442889917,0.0
0,0.26422967999999986,0.2475773443644203,0.2579835241159623,1.7575414956578488,1.0
0,0.26422967999999986,0.2465773443644203,0.2589835241159623,1.75735972503603,1.0
0,0.2642296799999999,0.24657734436443157,0.25798352411596276,1.7573516175055595,1.0
0,0.2652296799999999,0.24657734436443157,0.25798352411596276,1.7575446442889917,0.0
0,0.2642296799999999,0.24757734436443157,0.25798352411596276,1.7575414956578412,1.0
0,0.2642296799999999,0.24657734436443157,0.25898352411596276,1.7573597250360309,1.0
0,0.2642296799999999,0.24657734436443365,0.25798352411596287,1.757351617505559,1.0
0,0.2652296799999999,0.24657734436443365,0.25798352411596287,1.7575446442889917,0.0
0,0.2642296799999999,0.24757734436443365,0.25798352411596287,1.7575414956578417,1.0
0,0.2642296799999999,0.24657734436443365,0.25898352411596287,1.7573597250360278,1.0
