,E1,nu12,OBJ,Success
0,0.765,0.46599999999999997,6.626161696260482,1.0
0,1.905,0.274,8.124051021435049,1.0
0,0.385,0.32200000000000006,3.5990663109869567,1.0
0,0.195,0.13,2.9712568395419376,1.0
0,1.145,0.226,6.755367975127108,1.0
0,0.955,0.17800000000000002,6.07884674359161,1.0
0,1.3350000000000002,0.082,6.733172266828506,1.0
0,1.715,0.37,8.187395630935772,1.0
0,1.525,0.034,6.959561547717859,1.0
0,0.575,0.41800000000000004,5.5331053098074845,1.0
0,0.1,0.3424978399977996,6.186653645354564,1.0
0,0.34651952636121036,0.06312109449265095,2.26084074992719,1.0
0,0.2744480486013111,0.01,1.9917427061682231,1.0
0,0.17613577880874798,0.01,4.675923789316418,1.0
0,0.2878247277109563,0.06292066520337393,1.9330951555066254,1.0
0,0.3137292205195595,0.01,2.0017294293862298,1.0
0,0.29853092571355977,0.16613389075379487,2.1083889808844667,1.0
0,0.5930629492577093,0.01,3.889894066411956,1.0
0,0.44306025776164826,0.18103592556221562,3.462166127697755,1.0
0,0.28458794365092005,0.11501462501909022,1.938716669224401,1.0
0,1.3177916160434286,0.49,8.057792395296953,1.0
0,0.8000839948555707,0.01,4.95105356728285,1.0
0,2.0,0.01,7.5765769932820355,1.0
0,0.32369832899954454,0.49,3.9732502978505897,1.0
0,0.2917775347453823,0.02949434473951078,1.9470763081645037,1.0
0,0.2986133650633193,0.0941237706653431,1.9908618908910742,1.0
0,0.2708333809459247,0.09354329008131887,1.8987788234981648,1.0
0,0.4367270499380196,0.01,2.814718266991858,1.0
0,1.0752941859511513,0.01,5.906175380291379,1.0
0,2.0,0.49,8.884331961553732,1.0
0,0.2708333809459247,0.09354329008131887,1.8987788234981648,1.0
0,0.2718333809459247,0.09354329008131887,1.899526163439269,1.0
0,0.2708333809459247,0.09454329008131887,1.898257544176437,1.0
0,0.1,0.49,4.012706663472688,1.0
0,0.101,0.49,3.9359185450625986,1.0
0,0.1,0.491,3.9977827228559732,1.0
0,0.24526927076158894,0.1528704716869357,1.8652381682704098,1.0
0,0.24626927076158894,0.1528704716869357,1.8628193157986535,1.0
0,0.24526927076158894,0.1538704716869357,1.8638655199175544,1.0
0,0.20396816604121984,0.2834456903536142,1.8144109142942493,1.0
0,0.20496816604121984,0.2834456903536142,1.8062624993904979,1.0
0,0.20396816604121984,0.2844456903536142,1.8115519753567377,1.0
0,0.1511781915521927,0.49,1.6749996777105285,1.0
0,0.1521781915521927,0.49,1.6675897574464478,1.0
0,0.1511781915521927,0.491,1.6723204689300482,1.0
0,0.1565471141995568,0.49,1.6540241204404473,1.0
0,0.1575471141995568,0.49,1.6546995069219899,1.0
0,0.1565471141995568,0.491,1.65364809877601,1.0
0,0.15609863427287496,0.49,1.654139179508738,1.0
0,0.15709863427287496,0.49,1.6542412209600523,1.0
0,0.15609863427287496,0.491,1.653593877138639,1.0
0,0.15646627966250112,0.49,1.6540255862557411,1.0
0,0.15746627966250112,0.49,1.6545984004561856,1.0
0,0.15646627966250112,0.491,1.6536190384817469,1.0
0,0.15652962993247982,0.49,1.6540238086698285,1.0
0,0.15752962993247982,0.49,1.6546769391140042,1.0
0,0.15652962993247982,0.491,1.6536413184727938,1.0
0,0.15648781875429388,0.49,1.6540245249038896,1.0
0,0.15748781875429388,0.49,1.654624795516471,1.0
0,0.15648781875429388,0.491,1.6536261817852353,1.0
0,0.15652082840485115,0.49,1.6540239449559602,1.0
0,0.15752082840485115,0.49,1.654665820710194,1.0
0,0.15652082840485115,0.491,1.6536379014398617,1.0
0,0.15652781619351006,0.49,1.6540237514716232,1.0
0,0.15752781619351006,0.49,1.6546747992405981,1.0
0,0.15652781619351006,0.491,1.6536405371867602,1.0
0,0.15652320425299518,0.49,1.654023817741887,1.0
0,0.15752320425299518,0.49,1.6546690032090765,1.0
0,0.15652320425299518,0.491,1.6536387138451234,1.0
0,0.15652686674955493,0.49,1.6540238055765992,1.0
0,0.15752686674955493,0.49,1.6546738021661325,1.0
0,0.15652686674955493,0.491,1.6536401887452614,1.0
0,0.15652781619351006,0.49,1.654023751472757,1.0
0,0.15752781619351006,0.49,1.6546747992406154,1.0
0,0.15652781619351006,0.491,1.6536405371867602,1.0
