,E1,nu12,OBJ,Success
0,0.765,0.46599999999999997,7.911927647139672,1.0
0,1.905,0.274,9.9466656662484,1.0
0,0.385,0.32200000000000006,3.8251845041587895,1.0
0,0.195,0.13,4.099100259079309,1.0
0,1.145,0.226,8.084187059382273,1.0
0,0.955,0.17800000000000002,7.162534420650451,1.0
0,1.3350000000000002,0.082,8.051918689357379,1.0
0,1.715,0.37,10.033748222881993,1.0
0,1.525,0.034,8.359515502650668,1.0
0,0.575,0.41800000000000004,6.425713762324012,1.0
0,0.23604958499406098,0.32639031763524456,1.9028266325414673,1.0
0,0.1,0.4711024289137897,6.035937354209744,1.0
0,0.235779453233868,0.2823066928217783,1.9029592358295977,1.0
0,0.1995131627407404,0.2981437553788484,2.2521716502928424,1.0
0,0.25497064505354233,0.3052848797199968,1.9897671429655386,1.0
0,0.28632486267429863,0.4370141521600574,3.239683192152948,1.0
0,0.46340084370408524,0.019554506368032392,3.0615110352426456,1.0
0,0.36080655616245877,0.14501702715405773,2.51953084732005,1.0
0,0.6572387293011894,0.01,4.689882654719299,1.0
0,0.337974829205628,0.01,2.082322321019518,1.0
0,0.3561178119584322,0.0577816463444916,2.2174437368029363,1.0
0,0.2712774481657717,0.22463334500053564,1.9588879167387214,1.0
0,1.3161657803369802,0.49,9.855187104076059,1.0
0,2.0,0.01,9.199170324816677,1.0
0,0.25081937453253256,0.25442894103621244,1.9150773592751533,1.0
0,0.28269466173361446,0.01,2.3284453666626557,1.0
0,0.30078984089860483,0.12859606791132724,2.0072658327009285,1.0
0,1.0274030201417288,0.01,6.733362851090437,1.0
0,0.28990088614067316,0.17462151009950402,1.9953750007618454,1.0
0,2.0,0.49,10.982233482925162,1.0
0,0.23604958499406098,0.32639031763524456,1.9028266325414673,1.0
0,0.23704958499406098,0.32639031763524456,1.9077343152227606,1.0
0,0.23604958499406098,0.32739031763524457,1.9039855238212868,1.0
0,0.1,0.01,10.982233482925162,0.0
0,0.101,0.01,10.982233482925162,0.0
0,0.1,0.011,10.982233482925162,0.0
0,0.2336056087151864,0.3207067249127832,1.8890864100448157,1.0
0,0.2346056087151864,0.3207067249127832,1.8921154281737431,1.0
0,0.2336056087151864,0.3217067249127832,1.8895743970985477,1.0
0,0.2297899890907895,0.3162230763203418,1.8825329353289888,1.0
0,0.2307899890907895,0.3162230763203418,1.883222142190502,1.0
0,0.2297899890907895,0.3172230763203418,1.8822201992651975,1.0
0,0.22857262353554705,0.3182473129052634,1.8813567968538476,1.0
0,0.22957262353554705,0.3182473129052634,1.8817964853564315,1.0
0,0.22857262353554705,0.3192473129052634,1.880963207601988,1.0
0,0.22370316131457732,0.3263442592449499,1.8781678071558543,1.0
0,0.22470316131457732,0.3263442592449499,1.877542986645079,1.0
0,0.22370316131457732,0.3273442592449499,1.8774326160814119,1.0
0,0.20969207664252423,0.36131394807151707,1.8666242315433208,1.0
0,0.21069207664252423,0.36131394807151707,1.8644464852785179,1.0
0,0.20969207664252423,0.36231394807151707,1.8654223508261953,1.0
0,0.1569843337418613,0.49,1.926623407176745,1.0
0,0.1579843337418613,0.49,1.9107253739783854,1.0
0,0.1569843337418613,0.491,1.9214492875429454,1.0
0,0.19869615258744025,0.3881605170209986,1.8632957483658834,1.0
0,0.19969615258744025,0.3881605170209986,1.8594579684313284,1.0
0,0.19869615258744025,0.3891605170209986,1.861597257485214,1.0
