,E1,nu12,OBJ,Success
0,0.765,0.46599999999999997,6.524296878396585,1.0
0,1.905,0.274,8.155201354961218,1.0
0,0.385,0.32200000000000006,3.2341175800282027,1.0
0,0.195,0.13,3.713881512616487,1.0
0,1.145,0.226,6.6617930181209575,1.0
0,0.955,0.17800000000000002,5.920217479273589,1.0
0,1.3350000000000002,0.082,6.635338607341395,1.0
0,1.715,0.37,8.224930108963568,1.0
0,1.525,0.034,6.882350501051463,1.0
0,0.575,0.41800000000000004,5.3289846314229745,1.0
0,0.2413328956284613,0.34662697824724414,1.7901262045724966,1.0
0,0.1,0.48592220271995945,5.064331825200393,1.0
0,0.2341481688918802,0.2994835824953223,1.7599360656355576,1.0
0,0.2013622564743738,0.3166881553776242,2.0060122234785713,1.0
0,0.2551775321179323,0.3178711963011034,1.8181368739079447,1.0
0,0.30689105299205566,0.4682541186905931,3.270438361163651,1.0
0,0.508836207526371,0.01,2.911222430111977,1.0
0,0.38727452256898154,0.13345962403433292,2.361969463880413,1.0
0,0.5419637302332607,0.14715104212495198,3.7197882032377496,1.0
0,0.3654900291211219,0.01,1.9281544064807348,1.0
0,0.26887052002896294,0.24093138468521333,1.7806191217591296,1.0
0,0.2484515589964577,0.26739652828435934,1.7626320204282047,1.0
0,0.7567893017948419,0.01,4.467476375644031,1.0
0,1.3164199563637025,0.49,8.082618617114338,1.0
0,0.3064328650704197,0.01,1.9548630716027988,1.0
0,0.328267984271166,0.07087790380470516,1.8513558333119358,1.0
0,0.3055528322712926,0.16640173795918353,1.8445868013913418,1.0
0,2.0,0.01,7.556205211073539,1.0
0,0.30755041120169024,0.2129012714201372,1.9404343676553832,1.0
0,2.0,0.49,8.982719040147648,1.0
0,0.2341481688918802,0.2994835824953223,1.7599360656355576,1.0
0,0.2351481688918802,0.2994835824953223,1.757581875018332,1.0
0,0.2341481688918802,0.3004835824953223,1.7588467565119794,1.0
0,2.0,0.49,8.982719040147648,1.0
0,2.001,0.49,8.983706215726563,1.0
0,2.0,0.491,8.986443104756358,1.0
0,0.3830794975222208,0.31555167081678637,3.1773921184416447,1.0
0,0.3840794975222208,0.31555167081678637,3.1878466058820414,1.0
0,0.3830794975222208,0.31655167081678637,3.18305037565331,1.0
0,0.2426962631249976,0.30040582991217607,1.7518739862264137,1.0
0,0.2436962631249976,0.30040582991217607,1.7528275611164434,1.0
0,0.2426962631249976,0.30140582991217607,1.7518699881902093,1.0
0,0.24008031111512756,0.3008714982288602,1.7509793120588424,1.0
0,0.24108031111512757,0.3008714982288602,1.751013720088641,1.0
0,0.24008031111512756,0.3018714982288602,1.7506658625055431,1.0
0,0.23953300971354627,0.30173459960526017,1.7507868116593646,1.0
0,0.24053300971354627,0.30173459960526017,1.7507240902816477,1.0
0,0.23953300971354627,0.30273459960526017,1.7504420125859124,1.0
0,0.23734380410722108,0.30518700511085994,1.7502800921743478,1.0
0,0.23834380410722109,0.30518700511085994,1.749826160397397,1.0
0,0.23734380410722108,0.30618700511085994,1.7498088222188182,1.0
0,0.2312048153858185,0.3191670183856719,1.7478958902211523,1.0
0,0.2322048153858185,0.3191670183856719,1.746846342901549,1.0
0,0.2312048153858185,0.3201670183856719,1.7472408152091097,1.0
0,0.20718926404301713,0.38221880628677435,1.739883030536098,1.0
0,0.20818926404301713,0.38221880628677435,1.7372165096699985,1.0
0,0.20718926404301713,0.38321880628677435,1.738753885826413,1.0
