,E,OBJ,Success
0,0.166,3.955490828906839,1.0
0,0.167,3.9053013058877166,1.0
0,0.37,2.644525049428577,1.0
0,0.371,2.654832939035251,1.0
0,0.33524133200921585,2.2854738829810226,1.0
0,0.33624133200921585,2.29565732856161,1.0
0,0.19620666004607928,2.678469068799806,1.0
0,0.19720666004607929,2.6450068270381193,1.0
0,0.27086111831170306,1.7854401019674304,1.0
0,0.27186111831170306,1.7884721611567402,1.0
0,0.22954693972344098,1.941438964918089,1.0
0,0.23054693972344098,1.9297272768922051,1.0
0,0.2611276961769339,1.7699422150334831,1.0
0,0.2621276961769339,1.7702702954971123,1.0
0,0.2599467158621313,1.7699601037989836,1.0
0,0.2609467158621313,1.7699160119933226,1.0
0,0.2607433951209323,1.769899272718622,1.0
0,0.2617433951209323,1.770107499570666,1.0
0,0.365,2.592863458499135,1.0
0,0.366,2.603210169592738,1.0
0,0.12,7.140280107099349,1.0
0,0.121,7.045435495562376,1.0
0,0.29047389837210835,1.8834098677534588,1.0
0,0.29147389837210835,1.8902656261352377,1.0
0,0.144114727087376,5.222967909743781,1.0
0,0.145114727087376,5.15701504363182,1.0
0,0.26930029060318855,1.7812097973429613,1.0
0,0.27030029060318855,1.7838491853976077,1.0
0,0.25604591229124757,1.7732276891410361,1.0
0,0.25704591229124757,1.7719181621549813,1.0
0,0.26044128821196727,1.7698984134307234,1.0
0,0.26144128821196727,1.770011861008586,1.0
0,0.2600908639917139,1.76993403705218,1.0
0,0.2610908639917139,1.769936116320236,1.0
0,0.2603996240498123,1.7699006889175997,1.0
0,0.2613996240498123,1.770000948489447,1.0
0,0.26043574808759984,1.769898626246672,1.0
0,0.26143574808759984,1.7700104599683852,1.0
0,0.26044047756434174,1.769898517119467,1.0
0,0.26144047756434174,1.7700115433882555,1.0
0,0.2604412187117356,1.769898453139533,1.0
0,0.2614412187117356,1.7700117635746326,1.0
0,0.26044128623672835,1.7698983984280807,1.0
0,0.26144128623672835,1.7700118472421082,1.0
0,0.26044128482488765,1.7698983971985225,1.0
0,0.26144128482488765,1.7700118466372472,1.0
0,0.2604412517683116,1.7698983985278103,1.0
0,0.2614412517683116,1.7700117965107875,1.0
0,0.2604412800740468,1.7698984071231942,1.0
0,0.2614412800740468,1.7700118490537171,1.0
0,0.2604412847837455,1.7698983972241793,1.0
0,0.2614412847837455,1.7700118468101422,1.0
0,0.26044128482488765,1.7698983971985225,1.0
0,0.26144128482488765,1.7700118466372472,1.0
0,0.193,2.7904657466731697,1.0
0,0.194,2.7548520996907273,1.0
0,0.37,2.644525049428577,1.0
0,0.371,2.654832939035251,1.0
0,0.3302692637072224,2.235212212402865,1.0
0,0.33126926370722243,2.2452654720227514,1.0
0,0.17134631853611215,3.693882511004519,1.0
0,0.17234631853611215,3.64673722375485,1.0
0,0.27658873953706564,1.8059831545427443,1.0
0,0.27758873953706564,1.8103209472843536,1.0
0,0.20871736378237998,2.3149593088826297,1.0
0,0.20971736378237998,2.2906360946024575,1.0
0,0.2619222935895868,1.770177715663132,1.0
0,0.2629222935895868,1.770750953831886,1.0
0,0.25968899707220217,1.7700234106767838,1.0
0,0.26068899707220217,1.7698969954164108,1.0
0,0.167,3.9053013058877166,1.0
0,0.168,3.855700643715086,1.0
0,0.37,2.644525049428577,1.0
0,0.371,2.654832939035251,1.0
0,0.33507173804061646,2.2837491944840638,1.0
0,0.33607173804061646,2.293929133958936,1.0
0,0.19535869020308233,2.7074356490608804,1.0
0,0.19635869020308233,2.673331926839642,1.0
0,0.27105493412292103,1.7860080652801096,1.0
0,0.27205493412292103,1.7890883941619844,1.0
0,0.22888533420598173,1.949453945413098,1.0
0,0.22988533420598173,1.9374214522916438,1.0
0,0.26115135927051697,1.7699464400214855,1.0
0,0.26215135927051697,1.7702816124311382,1.0
0,0.2599421731709101,1.769960865530261,1.0
0,0.2609421731709101,1.7699158530920722,1.0
0,0.2607498663546937,1.7698998119206375,1.0
0,0.2617498663546937,1.7701099749839695,1.0
0,0.198,2.61901155994067,1.0
0,0.199,2.5869796182705698,1.0
0,0.37,2.644525049428577,1.0
0,0.371,2.654832939035251,1.0
0,0.2644872574149027,1.7722510836704484,1.0
0,0.2654872574149027,1.7735823182271933,1.0
0,0.26183432850753163,1.7701417074509296,1.0
0,0.26283432850753163,1.7706883647730018,1.0
0,0.2599858896948038,1.7699523421069456,1.0
0,0.2609858896948038,1.7699210033826187,1.0
